window_size_1_MASE,Exp_w200,Exp_wAll
0.6328556665771532,0.7741981211074888,0.91912761603572
0.5609095337290608,0.8040284114537488,0.784384458050907
0.5888236868698717,0.8437054254118714,0.7863869825887516
0.5757503426981018,0.7934691101753332,0.7885621706771114
0.5980431501392707,0.775881525484208,0.7869333289965392
0.5819541319953462,0.7429313488608118,0.8266211043152891
0.632915054085825,0.8937252087705904,0.8454493829380315
0.5118012817363449,0.7649696839542967,0.7716994130680739
0.6972298298230725,0.8914149205124617,0.9244490575841712
0.5459024492870084,0.7558598445342632,0.7075815658020052
0.4779350195702352,0.6765675092479448,0.622434667479382
0.5655937308025807,0.791758613569985,0.7250382010920658
0.5158034940694687,0.7083852381188395,0.6950753719112476
0.6295394556195721,0.8003982228309995,0.9223733487039576
0.5947250000613526,0.8414099266424659,0.8732261460587578
0.48896722842130713,0.6825911982297364,0.6508848037767665
0.4984941969464529,0.6980770692985123,0.6936805455483794
0.599976175921222,0.8087795683560965,0.8364288129001791
0.6145007226103913,0.7708129647111522,0.7917219435527089
0.6095242877020727,0.8276960176494138,0.8009383251352227
0.5511238778796393,0.7238298519229063,0.7865776609015219
0.5780878383335718,0.7499453794876572,0.7550381244732374
0.511340485994682,0.6733536593354826,0.6962539780798863
0.4616225347619175,0.6608969377537014,0.6297208460923521
0.6081854783226592,0.8166841801323139,0.7910349813930556
0.5154958523768679,0.7074239754957449,0.7307651330227312
0.6354866996806103,0.8812233079434689,0.8620860468794254
0.604087463620067,0.7829698369431065,0.7757396430262381
0.5239565319120829,0.7824062217887574,0.6843102897505584
0.5174774825059811,0.7327749507865225,0.7243762410768285
0.46282450470777275,0.6894569013693679,0.6449675990548772
0.5146522199129909,0.7393053179901752,0.7403115392399553
0.5613048028077628,0.8056364153135809,0.7373402916193118
0.7264654737909189,0.8619814919000001,0.9196313426514356
0.6361364176640991,0.7836682089559757,0.8866020172090943
0.5298362545354351,0.7076032003249173,0.7697713002427129
0.5557218724868114,0.7823236000728722,0.794669407910266
0.5957136350667049,0.8489180922741748,0.8654844516062038
0.5533932318605407,0.735962380236119,0.7419597201958672
0.5992945383278693,0.7724764332162468,0.7872461683401761
0.4842369079255644,0.6979707741447629,0.6913423775206746
0.5293959998537724,0.7003996691325229,0.7144842810602181
0.45914899962487754,0.6806200676141692,0.5963547461940749
0.5719661867334733,0.7629316754042292,0.730322072552759
0.5298595208074075,0.7061368502332812,0.6708592285063618
0.6383989245985839,0.8604829497636282,0.8760134229291441
0.5797885847837102,0.8168307494869426,0.8059294128078254
0.6267815191717527,0.8878250827676492,0.9161913850164738
0.6408193159140367,0.9038050123732156,0.8514087984825658
0.6426121474334294,0.8361426392188662,0.89677749625993
0.49329095226692826,0.6700685280936122,0.7366703577950259
0.5220829568179597,0.6876293804980314,0.6962163736099133
0.5433420199512412,0.7641685378000135,0.7599971411662183
0.5396260048881496,0.7362771904342453,0.788771534061722
0.6012449818606458,0.7855739647626061,0.8025258315035115
0.6129729111611385,0.8057489210303395,0.8162369108300269
0.515085591178045,0.7840756229771894,0.7086114259732886
0.6524038460882078,0.8738806419202271,0.8603557288460065
0.49010293501040214,0.7017201693433204,0.6416448059567098
0.5465835493724789,0.7269470542132052,0.7597548201571455
0.6559695182591304,0.8485464278054746,0.8493918394918222
0.5758394178334424,0.781156571124719,0.8237303111104126
0.555035627831996,0.716906387157058,0.8154981487680323
0.5970914206773754,0.7537909147100463,0.8852697830145329
0.5232112040433078,0.7227499624501216,0.6956443053353315
0.5912377566887979,0.7769988639062752,0.828174942334554
0.627927833483052,0.8504540956532294,0.8178535155727367
0.572944473681122,0.7453820594902956,0.8127997379746688
0.5459109337037831,0.733407920457129,0.7778928013099525
0.5327603438684372,0.7957249931281721,0.7144443286067207
0.5254624960577595,0.7280038975531626,0.7283314278882626
0.5679420900779409,0.7522123284882791,0.7315510134659349
0.5496419543848442,0.8458053885714649,0.7561001245203124
0.5197205737012763,0.6716006223452868,0.7173220634794921
0.5114280861701634,0.7498660064098404,0.7852570193083264
0.5782632873936863,0.8254095480589047,0.83612547860746
0.5361485792234367,0.7367613504638274,0.7468606873952317
0.5015123313688348,0.6843773536831406,0.7374737867221809
0.5354993168128591,0.7623458611899433,0.6828105425176848
0.571356320712331,0.7568658480822252,0.7561681405959986
0.6006300485258328,0.8559076002530938,0.7757862921179425
0.5864218182797856,0.802420367308896,0.7623316938279733
0.4984442428268321,0.7096974181673901,0.6592148834096071
0.5478914363559566,0.7660118804244553,0.74145985782859
0.5768450213965306,0.7415616427170284,0.8123827591311519
0.5154335437051272,0.7390008403181868,0.6849839034284433
0.5445483206613795,0.7363179316369078,0.7284808164022187
0.5668621896279524,0.7674488998679417,0.7264255224714569
0.4568566273692231,0.7314375280298431,0.6869534176445562
0.5964945734364541,0.7488466973847828,0.8183839174123001
0.5738585851093898,0.738412117817083,0.7508289225563243
0.5461747861239403,0.7407142098232029,0.791425952661799
0.50930100277429,0.7462127754728347,0.7438516858155181
0.6101467413848988,0.7518605201304938,0.7756186656174863
0.638524169709969,0.7878236014047131,0.8493619636013512
0.5780189850086144,0.7922202926881196,0.7033858093945881
0.5193048119104922,0.7109968242355141,0.7205083603217126
0.4832445717315369,0.7059137078432913,0.6339272419044698
0.5527697814079842,0.7841875166608964,0.7538340879914397
0.566633734044194,0.7296764751298771,0.7340680010093484
0.609608565107235,0.8690079223476953,0.8118358747661696
0.5987555127073706,0.7906248471112569,0.8224958084647824
0.556451403946761,0.7145578230962479,0.7545726354485442
0.53071114222512,0.7105904127535128,0.6991511857783358
0.538318034852799,0.7732995159355107,0.7245041414137252
0.6441351412083286,0.8809114801000538,0.8487192649015171
0.5502217826011482,0.7955583783102331,0.7812027000488807
0.5631975768783887,0.7631156524072754,0.7130705873803938
0.4858244720364587,0.7302971839589503,0.7382940835778778
0.6949855218286183,0.8230468958078283,0.8531895827951747
0.6448998302213614,0.8320827472495371,0.7987014344194274
0.6353855385102897,0.8691378851397537,0.844472252824762
0.5863368685802558,0.7708641860022841,0.7804092539126118
0.6402617530135255,0.7786646971859489,0.8500486486230195
0.5213042737729163,0.6980294162887937,0.7457245121180159
0.5289390287467843,0.7184459646790571,0.7478096375953363
0.5402395472045702,0.758417083756347,0.7323006237381918
0.519209856081229,0.6870244224178008,0.7102139120130184
0.5653773215011694,0.7220941477149736,0.7571943539687271
0.5222167553572451,0.7240986975046697,0.6759810612417464
0.5620348835122781,0.7414472165878274,0.7810079394284289
0.5453431431422272,0.7881067813168829,0.7217753859862671
0.5349275788990897,0.7742430811977661,0.7422631857966215
0.7070004860528168,0.7735427308385145,0.9401760862587092
0.6574305020326909,0.8556326271454711,0.9062705504737631
0.5351667353169881,0.7556627783488488,0.7594341418728386
0.593008780181821,0.7353746412786737,0.7725180574996254
0.5614603841505094,0.7016770940044584,0.7354343741076367
0.528626674658011,0.7490856217686148,0.6542293317689931
0.5247590926814505,0.7746214414332309,0.7699983101021022
0.6740195902338789,0.8972209509689065,0.8584565199136598
0.5620416385631836,0.7811542064381772,0.7128026286097007
0.5704494844727,0.7591770979648789,0.8139763634240303
0.5124046718710593,0.7346000415149837,0.7541608910267743
0.6076972027050678,0.8151500696121944,0.8580985715937995
0.5123158021392755,0.751005420628564,0.687282825765658
0.5290239951886617,0.7809442246657485,0.7045542133416791
0.5468491777281135,0.7841078938580445,0.7364159036910449
0.5249944504192737,0.7281213814532967,0.7182080198383517
0.6085135159270888,0.7845928839510354,0.8364364527348371
0.5397472844443599,0.7287748313167087,0.7713081213400766
0.5894514125209641,0.7925530524366239,0.8148425074540014
0.5444496095093578,0.7379892844722675,0.8145457007653722
0.5528796101403575,0.7307552281462459,0.7175416313735004
0.58340621637073,0.7132770846678974,0.7867381714147541
0.5036627976505977,0.7535453855650046,0.726059276370616
0.5901985724253371,0.7424719058708388,0.8676297505828872
0.5768811627153074,0.7406298296502198,0.7876233678459382
0.5322418056490732,0.7071211647341322,0.7249262712816887
0.4815675077344075,0.7113928399321785,0.6405190372510181
0.562516760352104,0.7538092500287357,0.7818258764976097
0.6657156023471157,0.8682165357664807,0.822653356076801
0.6172896133827108,0.915633332897562,0.7984815125371603
0.6316763088973805,0.834898871222201,0.8262166842810602
0.5256092799424475,0.7077578486192538,0.7562025595458485
0.5289695794467214,0.7602593776529686,0.7578807316743148
0.6491762752815258,0.8112009152125097,0.7964465742035642
0.6576748904618336,0.8911519170104226,0.8690731958269058
0.6103408754015762,0.8122818660071757,0.8716291885546952
0.6940097348110186,0.8455884252342999,0.8883735669247305
0.5269223710318758,0.7171387004974757,0.7585310106660181
0.5904005297721531,0.8005908367469691,0.8164112618395102
0.5953987574324728,0.8383314847914858,0.8259914664645633
0.663702095759757,0.8295433752763262,0.8915321693525357
0.5642274963587005,0.7582594293777322,0.7888815793406198
0.5401667873189266,0.7778734802311036,0.7342479121802308
0.5564220918343907,0.7400790269017611,0.7913554486599669
0.6331608287072148,0.8604529001872088,0.8713936999551296
0.5623061248474176,0.7282444526508165,0.8387412888481007
0.5813864581513526,0.7459241634259365,0.8016562102243612
0.5640404078763829,0.917962091394882,0.8328157746142405
0.6073284179484283,0.8815117788923472,0.8237845244004705
0.5460071268998326,0.8455776929947395,0.8195839798713165
0.5328683464924886,0.7248101711458809,0.7466219417472639
0.6111632277536736,0.8355823586185264,0.8389025791451991
0.5628375821222451,0.7723657860383656,0.7747655977043134
0.6146055519417751,0.8173484993847202,0.8531926662010747
0.5316949945076983,0.7587346277253314,0.7064100981655094
0.5796856638160409,0.8564249908358774,0.8725839108194685
0.6050289325654209,0.7964701562505249,0.813087083945097
0.5631900246589363,0.8098655660413759,0.7915803199005421
0.592848807165026,0.8292473506652089,0.8526875570958892
0.6107248901332931,0.7573346669453077,0.7640309571924452
0.4743358938760832,0.7037975649179967,0.6892920344160836
0.4999736300681239,0.7149292521218178,0.6673628629199729
0.4912774330093302,0.704121510065893,0.6631274256463365
0.5834580978122498,0.7689335121998507,0.7221274224667986
0.7052705262340031,0.8698178975317515,0.9603929070149014
0.659954777631134,0.9011983601622237,0.9054675329873372
0.5053557609337694,0.7014927376191835,0.7197921683692279
0.5963029935160872,0.7882381921745423,0.7152358772953084
0.48970348056002977,0.7070793710080148,0.7509500322278982
0.5419257922368028,0.8300519447107173,0.7979842336552179
0.5651565547895576,0.7610274450636864,0.7312853842592334
0.6390739324411737,0.9034144362919772,0.8284757678150028
0.5444294425631392,0.7814393211410436,0.7064091238541695
0.5173532570699794,0.7534967706583824,0.725227343681898
0.5146934986942082,0.7290036577939069,0.7452973951365689
0.49015258138145695,0.6983346499820616,0.7144514777296044
0.4396229163479211,0.6745445025495148,0.6435168847164232
0.49188599300197666,0.7087248823099482,0.7069425944854376
0.617040422629999,0.8034847125185769,0.8408855290259548
0.6805868286971233,0.8374610348009971,0.8552527862992929
0.6056079295638214,0.7995993077569108,0.8283123351013562
0.5574153544747427,0.7984521479280466,0.7393095075620252
0.54748893598727,0.7129832789738789,0.7195228569422497
0.5152528698212968,0.7358778327163287,0.7565949879655233
0.646416149258117,0.8746563728150611,0.9040481220673772
0.49344044255524183,0.7317175686527954,0.7074617186757791
0.4992155593003061,0.7566287951255802,0.6876141430317749
0.5998376852316611,0.7455356588287245,0.8881686727925334
0.4793077686306087,0.7338206506301872,0.6373038016604012
0.6251598845848065,0.8918273382688636,0.7964364879153321
0.5701936847794604,0.7938056130195384,0.751560951509293
0.5330445138076877,0.7330146735347699,0.7273784922466863
0.5126208585119013,0.7318969735335077,0.665245581400614
0.5060023920336633,0.6972461204212869,0.7126314026527443
0.5077441578214003,0.7030157498624889,0.7909783649313458
0.6119195295452361,0.8626714131764859,0.744326702058519
0.47286345743220737,0.6650324246546343,0.7786921525692497
0.5492257888824054,0.7511655460697032,0.810387750244298
0.5711294072335824,0.7749147474790301,0.8154827470668148
0.5110554234235108,0.707613434924124,0.7029523871778509
0.6762246945035835,0.8809722885296252,0.8442558449549793
0.6134707168005658,0.7984380170420674,0.76997248735222
0.5716065900562941,0.7424526468060406,0.7793467410126539
0.6260826409091663,0.7664460698140471,0.8365755444122749
0.6468472303128917,0.7934240653597355,0.8448905438000086
0.5220074469605004,0.7433481660036491,0.7484566580199862
0.5734754199399004,0.8677693132616586,0.7431872286415705
0.6415915933997013,0.9398593665348304,0.9036832897200684
0.6505565077529204,0.8472964053160488,0.8080658425018471
0.5363389412011454,0.7084741103734267,0.7024719075812073
0.5183003586112388,0.7264871350550429,0.7591582081009607
0.5646570735839408,0.7409208138868378,0.7195343184142778
0.5420421110802228,0.7051833826148334,0.698894366171037
0.5409554912197965,0.7638001656072402,0.7125457574209391
0.7107042410118328,0.8365612408154409,0.925671672685056
0.5902816282724374,0.8295384160616547,0.8704370381833937
0.5019093415945777,0.7078065530024282,0.6480643911839745
