window_size_1_MASE,Linear_w200,Linear_wAll
0.5834012152649286,0.7444153950326182,0.9086605176268184
0.5491482288344798,0.6841663618264175,1.1020180161497224
0.5619103018358729,0.7297993130051756,0.8371273693203654
0.5837958612747581,0.7285926059325623,1.085059721570813
0.6031922840581924,0.7087646869868118,0.980608926452986
0.5755421523714779,0.6990874381116552,0.8624074421093557
0.544696767350533,0.6635531983886458,0.8911543729089446
0.5412831032111032,0.6508683545614872,0.8521946230250931
0.5856820605246837,0.7364934939025258,0.9014965541973542
0.4944254269927629,0.6634404128016342,0.7953316486915416
0.5062527882604654,0.6301609522798582,1.0610003020497951
0.559764860961908,0.7268750684969137,0.8976737329539277
0.5683803405652046,0.7071701871451187,0.8384725453396408
0.6209124570767688,0.7282987771034548,1.025878438084905
0.5749605077072844,0.7059447413729772,1.142011526363799
0.5207097343809549,0.676959820217148,0.7777071824392743
0.48272865638751555,0.6338461702483101,0.7947689248040013
0.5415377404356598,0.7154737255917223,0.8520693604556503
0.6078871330067307,0.7648382343205149,0.8255521736278695
0.48780169433594645,0.6564480661299218,0.8353662810317266
0.589477923662066,0.7045229607144101,1.4640777813054395
0.5549252686326546,0.7126828975218779,0.8605437911871557
0.5557373013568274,0.6729863579643791,1.0082086272533468
0.5171070898612429,0.6708355076384218,0.8312588902109929
0.5951583536872473,0.6944636036218821,1.0506685546456815
0.5086301055260682,0.6656894904712638,0.7245906150129586
0.5781496910663576,0.7266375186638709,0.8580670383366901
0.5654626819765634,0.7310275810717748,0.9015801293172864
0.5214106688370517,0.7195848012452708,0.8080503185308536
0.4991641261192774,0.6466188135172399,0.8036133896608645
0.48871586974767034,0.6760164717722523,0.8525829432121368
0.5192872960704754,0.6768664094550908,0.7401000460684785
0.5285543525393994,0.6828699747573307,0.9314052976087798
0.5932464191905065,0.7519147437513121,0.99997860785768
0.5703801373510554,0.7277715538851416,0.8313887288056461
0.512006378496744,0.6845525476901435,0.8904106055998048
0.5407525326179872,0.6746745129154078,0.8016600123410423
0.5886675525825501,0.6955352304425761,1.1950792973412228
0.5399666666871744,0.7181321978573477,0.8316017391778968
0.5054155679332488,0.7191623694180785,0.8727295064234191
0.5676450245827304,0.7358658176548977,0.9621843040158402
0.5321870255536865,0.6672353693202879,1.0835765554157284
0.4530268158598825,0.6354310587588418,0.8586532479069778
0.5423174770805698,0.6511957077187489,0.9295882633617281
0.5199697484189769,0.6640925944595371,0.9507498231490926
0.5196734625524511,0.6906078967161706,0.7819958074940119
0.541382292167103,0.7150384888308752,0.7786963978425324
0.576287083652053,0.7289078626477472,0.9923726548228128
0.5730093618768729,0.7023743165980123,1.012345133243629
0.5765305715634349,0.7588436639451268,0.8783429603366918
0.5172356742006788,0.6461715485662242,0.8310157224021609
0.519749599812115,0.6738799861564754,0.8031321819147729
0.5258603087034719,0.6779990585827046,0.916446539989974
0.5067995267634372,0.641594457738111,0.8576612650447543
0.5627615953592746,0.6960950146247066,0.833830238701265
0.5498820130147648,0.7297706811944145,0.9918031987045292
0.5622246666217424,0.7400174792739156,0.8893075273143612
0.5384520645733744,0.6803392330669351,0.8491099122240569
0.5243582297241974,0.6616441146353591,0.8564606727610695
0.5673435142314821,0.7068387537838341,0.8591936941903029
0.6077995527947813,0.7409976378654419,1.1033147396077938
0.550064385248534,0.7040575429782931,0.9332705847841396
0.5533809708816817,0.6987044274635061,0.7760725226495008
0.5720014650908699,0.7046863024696887,0.8713150602903411
0.5423396958537282,0.6991647367662085,0.9565793428638212
0.5761661989127123,0.6682495968311496,1.1020496849420889
0.5881118832782243,0.7615404570651257,1.0153330056959846
0.6022406841495767,0.6943254816629815,1.2209368453968132
0.5347009729918686,0.6869025348714799,0.7758320125792554
0.5383045923671346,0.6813797459696831,0.8459441023575758
0.5434457323827107,0.7208378803878481,0.8509124010644236
0.525547780392603,0.6876677877425378,0.8354458763761139
0.535959561224561,0.6698384460338832,1.1196498380571005
0.5192409167020606,0.6633251329053471,1.0236294056933644
0.5486472785724541,0.7051464428393932,1.0260744661753236
0.5402301922387486,0.7032690588850798,0.8336044391230663
0.5383820353085291,0.6841192674429841,0.8124875378197678
0.522778062849964,0.6705659616670814,0.9199318280547416
0.5074493034566377,0.6920506907160358,0.8015413711968636
0.5537536117462644,0.7108262109276705,0.924700768944538
0.5199587388928901,0.7070247168674012,0.8841663660780189
0.549905146467392,0.7050626015528594,0.8247255273119768
0.510888614229859,0.6947668494990764,0.913777171590632
0.5739317761850539,0.7100218465016468,0.8955273156649716
0.572179627781761,0.7586083171655618,0.901594926259593
0.5009308632067072,0.6749285132459388,0.7294282590441097
0.5385716042438863,0.6600298450800082,0.8524181986645324
0.5703202520593947,0.7226738734275469,0.7990017154230655
0.4993357029065498,0.6428192237180131,0.7740611785625375
0.6576802239843602,0.7199893593333607,1.3450825818541776
0.5186712680170277,0.6902866077874655,0.8396536690197959
0.5437486954067713,0.6651088127480997,0.8132042029945833
0.5622841519974733,0.7150295908150488,0.9679017187567618
0.524558146706865,0.6911931409997609,0.9410948372034014
0.5539324496123749,0.6937235582832535,1.2055883817005673
0.5336620227782247,0.6764186095049809,1.0547229972733076
0.5131828565746733,0.6677681578954475,0.9641339332600712
0.5156048893100309,0.6664201735567393,0.8204890306724499
0.5332573371198522,0.6561932397962699,1.0067727953589882
0.5352448154339711,0.6963312339236234,0.878928804234432
0.5685103595189231,0.7057028689182097,0.8909024817341539
0.6222578143406555,0.7203494142536832,1.2945361373172863
0.534912108987394,0.6618841084423288,0.8469194271510293
0.47808068980409807,0.6326759981366074,0.8068388769784741
0.5189947458052417,0.7211184538817121,0.8106694984178721
0.5854189302238315,0.7161814191062058,0.8756176783821892
0.5441214079496032,0.6642908475135947,1.05132607914957
0.5062022087438329,0.6772168087405537,0.7582096446103825
0.5561798284862182,0.6761807471844279,1.0100307129839203
0.5587792194407843,0.7249958756176288,0.991255975605997
0.5698948153177209,0.7019974630778725,0.8718422426491731
0.5786141512186118,0.7001582054959647,0.8694095338347038
