window_size_1_MASE,Plain_w200,Exp_w200
0.644663442028276,0.7323456920220199,0.7741981211074888
0.5409081173398613,0.7007370592546794,0.8040284114537488
0.6013774744923722,0.72420348953046,0.8437054254118714
0.5930274354875751,0.6929399211127902,0.7934691101753332
0.6257958459173232,0.7349591404096558,0.775881525484208
0.6029319568228722,0.729747545872346,0.7429313488608118
0.6313580521670449,0.7043630491452403,0.8937252087705904
0.5162626456703587,0.6771639057918193,0.7649696839542967
0.6660851977997454,0.7386095163813233,0.8914149205124617
0.5585803752794162,0.6793945732523803,0.7558598445342632
0.5195097792878641,0.6440866562248511,0.6765675092479448
0.5977642352048617,0.7225706239508285,0.791758613569985
0.5569714242559693,0.6859354009478794,0.7083852381188395
0.6083578725578555,0.7246434698822773,0.8003982228309995
0.5774081373299246,0.6985972855979162,0.8414099266424659
0.5392950856442749,0.6832240881172897,0.6825911982297364
0.5305090617946183,0.6572112352589815,0.6980770692985123
0.6663285610635736,0.7247020090175156,0.8087795683560965
0.6617021389922074,0.7865856311095317,0.7708129647111522
0.5762427644524919,0.6565719640376849,0.8276960176494138
0.5689927432146501,0.6714611219767047,0.7238298519229063
0.5834467503536354,0.7491191977059105,0.7499453794876572
0.5595243019072329,0.7036002419538852,0.6733536593354826
0.5142010774420619,0.7353180895337701,0.6608969377537014
0.6061395231496743,0.7288142564057428,0.8166841801323139
0.5270226000664011,0.6649627646489491,0.7074239754957449
0.6705786678447113,0.7185408762268295,0.8812233079434689
0.5856852531666332,0.6941986036808321,0.7829698369431065
0.5951515789825411,0.7085614847095597,0.7824062217887574
0.5426395282826993,0.6473209008707121,0.7327749507865225
0.49921373592602,0.6534822426880526,0.6894569013693679
0.5374322199769689,0.6791509968361599,0.7393053179901752
0.5874542735306947,0.691714527906359,0.8056364153135809
0.7063410441063557,0.758817925328061,0.8619814919000001
0.6230859459070522,0.7661188565624422,0.7836682089559757
0.580734970533899,0.7351614780275527,0.7076032003249173
0.6087768916972602,0.6842108634821318,0.7823236000728722
0.6019005841443343,0.7165236818186497,0.8489180922741748
0.5797539950109526,0.7311787598635759,0.735962380236119
0.6033206859551491,0.6714203824749945,0.7724764332162468
0.5442981922096713,0.7554904296627879,0.6979707741447629
