window_size_1_MASE,Plain_wAll,Exp_w200
0.606358753277449,1.0869731445261313,0.7741981211074888
0.5163109707725095,0.9929741486645196,0.8040284114537488
0.5593696816464611,0.9978991106809378,0.8437054254118714
0.5336289856836175,0.8722931095653194,0.7934691101753332
0.6000499892583229,1.1003006481325328,0.775881525484208
0.5978813728186941,1.4187727355564779,0.7429313488608118
0.558474446402698,0.8750757322804471,0.8937252087705904
0.48415460591423437,0.8780708845399242,0.7649696839542967
0.5966128936897188,0.9527245861931088,0.8914149205124617
0.6460450280915222,1.9555538549155296,0.7558598445342632
0.4644891565101376,0.8474435265349756,0.6765675092479448
0.5008417033806849,0.8554153572205734,0.791758613569985
0.48311765750204344,0.92034628535361,0.7083852381188395
0.580667465972476,0.940224173396218,0.8003982228309995
0.518645003282276,0.9968382347320696,0.8414099266424659
0.4791402050378789,0.8445414749482058,0.6825911982297364
0.46225181728713516,0.8723592803299673,0.6980770692985123
0.566591166141473,0.8831312702247033,0.8087795683560965
0.6038151948510379,1.1262047221574194,0.7708129647111522
0.500355090689012,1.0242856663089648,0.8276960176494138
0.517705391286319,0.8742684612982168,0.7238298519229063
0.5083943582539026,0.9961221792413901,0.7499453794876572
0.4976518259549318,0.9183749196525628,0.6733536593354826
0.46273552903236853,1.037505432046235,0.6608969377537014
0.6138563369257171,1.033605513425675,0.8166841801323139
0.4740746579122252,0.9900249581322648,0.7074239754957449
0.6319236494677274,1.183685885136867,0.8812233079434689
0.5494852228292362,0.944427324718342,0.7829698369431065
0.5250549513276688,1.2733386802070252,0.7824062217887574
0.4991365753720774,0.9815123383784692,0.7327749507865225
0.4315493747610307,0.7843074361155514,0.6894569013693679
0.4705818655102101,0.9034432903812762,0.7393053179901752
0.5398460002923228,0.8887098057817141,0.8056364153135809
0.6243371053865655,0.9618849875441714,0.8619814919000001
0.5745001128328855,0.7931391696668899,0.7836682089559757
0.5061059845939071,0.9208273559363328,0.7076032003249173
0.5587210380117921,0.7762237885861443,0.7823236000728722
0.5810877398562757,1.0659969979710604,0.8489180922741748
0.5377837949823238,1.1531396832156788,0.735962380236119
0.5222215530777128,0.8955241985102238,0.7724764332162468
0.4652673699927985,0.9669672882252444,0.6979707741447629
0.5291508169056405,1.1172923989230552,0.7003996691325229
0.4062588765435167,0.9140405577097059,0.6806200676141692
0.5243821714256297,0.8328020233998958,0.7629316754042292
0.494486985669461,0.9530701728710526,0.7061368502332812
0.566194816992554,0.8255416473567131,0.8604829497636282
0.627637882469951,1.3123264810477706,0.8168307494869426
0.5753314840093261,1.02710053735388,0.8878250827676492
0.5923471088308827,0.9435478103182032,0.9038050123732156
0.5778194375010401,0.8368677886686282,0.8361426392188662
0.4605788832644291,0.8327322734285836,0.6700685280936122
0.4869113169360292,1.0162581822178018,0.6876293804980314
0.49789784524164576,0.8934314637499664,0.7641685378000135
0.4896187804582287,1.0056525639446283,0.7362771904342453
0.570152631032514,0.8663129334336291,0.7855739647626061
0.5777350118415737,0.9242558853115438,0.8057489210303395
0.5500254844866422,1.1808605540575912,0.7840756229771894
0.5970564451050444,0.8772103143211687,0.8738806419202271
0.48269658743076976,0.9129260308577912,0.7017201693433204
0.5251537554090948,0.9476833844037584,0.7269470542132052
0.6323775750254073,0.9806188828693108,0.8485464278054746
0.5842810918684346,0.8610069232260442,0.781156571124719
0.49742702052666404,0.8836073483082179,0.716906387157058
0.5667067483389355,0.9143878384374388,0.7537909147100463
0.5063102450171928,0.9086207236643641,0.7227499624501216
