window_size_1_MASE,Exp_wAll,Linear_wAll
0.5743371071411797,0.91912761603572,0.9086605176268184
0.535544079608308,0.784384458050907,1.1020180161497224
0.5358712753717306,0.7863869825887516,0.8371273693203654
0.5840769672171165,0.7885621706771114,1.085059721570813
0.580390328675046,0.7869333289965392,0.980608926452986
0.5692989027279702,0.8266211043152891,0.8624074421093557
0.579819433346671,0.8454493829380315,0.8911543729089446
0.5355684845601326,0.7716994130680739,0.8521946230250931
0.614035378793513,0.9244490575841712,0.9014965541973542
0.48936887093190906,0.7075815658020052,0.7953316486915416
0.48397161091676144,0.622434667479382,1.0610003020497951
0.531676556151655,0.7250382010920658,0.8976737329539277
0.5306023315961735,0.6950753719112476,0.8384725453396408
0.6431145382289504,0.9223733487039576,1.025878438084905
0.6013218927900759,0.8732261460587578,1.142011526363799
0.4820378207338494,0.6508848037767665,0.7777071824392743
0.47215285358770087,0.6936805455483794,0.7947689248040013
0.5661424293229769,0.8364288129001791,0.8520693604556503
0.6065963972295909,0.7917219435527089,0.8255521736278695
0.5094393368520336,0.8009383251352227,0.8353662810317266
0.6132790251033192,0.7865776609015219,1.4640777813054395
0.5318378667759365,0.7550381244732374,0.8605437911871557
0.5373804130502524,0.6962539780798863,1.0082086272533468
0.4637786473286367,0.6297208460923521,0.8312588902109929
0.5725099644537779,0.7910349813930556,1.0506685546456815
0.4985136093029611,0.7307651330227312,0.7245906150129586
0.5993245517192228,0.8620860468794254,0.8580670383366901
0.5579599893222182,0.7757396430262381,0.9015801293172864
0.4978946048704693,0.6843102897505584,0.8080503185308536
0.49124387509685563,0.7243762410768285,0.8036133896608645
0.467849089625091,0.6449675990548772,0.8525829432121368
0.4654567628723004,0.7403115392399553,0.7401000460684785
0.5371548543532806,0.7373402916193118,0.9314052976087798
0.6313599299224311,0.9196313426514356,0.99997860785768
0.5899507731285495,0.8866020172090943,0.8313887288056461
0.5322582515286874,0.7697713002427129,0.8904106055998048
0.5620990922779147,0.794669407910266,0.8016600123410423
0.5822271858498178,0.8654844516062038,1.1950792973412228
0.5170387490851817,0.7419597201958672,0.8316017391778968
0.4960254867341022,0.7872461683401761,0.8727295064234191
0.5192259991556807,0.6913423775206746,0.9621843040158402
0.542700128141374,0.7144842810602181,1.0835765554157284
0.40347940170048935,0.5963547461940749,0.8586532479069778
0.5423354796170042,0.730322072552759,0.9295882633617281
0.4872684127362269,0.6708592285063618,0.9507498231490926
0.5408375974980718,0.8760134229291441,0.7819958074940119
0.5376583099241169,0.8059294128078254,0.7786963978425324
0.5718084513708556,0.9161913850164738,0.9923726548228128
0.583538162035728,0.8514087984825658,1.012345133243629
0.5898940750650878,0.89677749625993,0.8783429603366918
0.49274894334412656,0.7366703577950259,0.8310157224021609
0.5095481594699218,0.6962163736099133,0.8031321819147729
0.5022540084481921,0.7599971411662183,0.916446539989974
0.5331452027859658,0.788771534061722,0.8576612650447543
0.561430214144499,0.8025258315035115,0.833830238701265
0.568959139208642,0.8162369108300269,0.9918031987045292
0.527783236361155,0.7086114259732886,0.8893075273143612
0.5555718350479678,0.8603557288460065,0.8491099122240569
0.49452736236145106,0.6416448059567098,0.8564606727610695
0.5505671013187796,0.7597548201571455,0.8591936941903029
0.6302491084047428,0.8493918394918222,1.1033147396077938
0.555071221642014,0.8237303111104126,0.9332705847841396
0.5423115281723202,0.8154981487680323,0.7760725226495008
0.5795839230335358,0.8852697830145329,0.8713150602903411
0.5053278936996527,0.6956443053353315,0.9565793428638212
0.610796233411746,0.828174942334554,1.1020496849420889
0.6025578110296285,0.8178535155727367,1.0153330056959846
0.5855896615793259,0.8127997379746688,1.2209368453968132
0.544783634375623,0.7778928013099525,0.7758320125792554
0.49939349570956926,0.7144443286067207,0.8459441023575758
0.5291891686521436,0.7283314278882626,0.8509124010644236
0.50337604841562,0.7315510134659349,0.8354458763761139
0.5321668414729399,0.7561001245203124,1.1196498380571005
0.5180855191577823,0.7173220634794921,1.0236294056933644
0.5518195953239636,0.7852570193083264,1.0260744661753236
0.5742186686454143,0.83612547860746,0.8336044391230663
0.5215626129885661,0.7468606873952317,0.8124875378197678
0.518994126676567,0.7374737867221809,0.9199318280547416
0.49374322959247574,0.6828105425176848,0.8015413711968636
0.5521846530112758,0.7561681405959986,0.924700768944538
0.510091620565882,0.7757862921179425,0.8841663660780189
0.540466419356093,0.7623316938279733,0.8247255273119768
0.500328869733547,0.6592148834096071,0.913777171590632
0.5734716127386065,0.74145985782859,0.8955273156649716
0.5973347225192384,0.8123827591311519,0.901594926259593
0.466244604229034,0.6849839034284433,0.7294282590441097
0.5351346162216875,0.7284808164022187,0.8524181986645324
0.5366678471088803,0.7264255224714569,0.7990017154230655
0.4549056761141306,0.6869534176445562,0.7740611785625375
0.6490008495465627,0.8183839174123001,1.3450825818541776
0.5202350296635866,0.7508289225563243,0.8396536690197959
0.5517797339605477,0.791425952661799,0.8132042029945833
0.5426661356234765,0.7438516858155181,0.9679017187567618
0.5024739064346322,0.7756186656174863,0.9410948372034014
0.6016231665660492,0.8493619636013512,1.2055883817005673
0.5133546525723369,0.7033858093945881,1.0547229972733076
0.5206419685109066,0.7205083603217126,0.9641339332600712
0.4644621445338981,0.6339272419044698,0.8204890306724499
0.5481297923364002,0.7538340879914397,1.0067727953589882
0.5124555120523023,0.7340680010093484,0.878928804234432
0.5761272546592449,0.8118358747661696,0.8909024817341539
0.6091600556257717,0.8224958084647824,1.2945361373172863
0.5370928582707599,0.7545726354485442,0.8469194271510293
0.4824339433015938,0.6991511857783358,0.8068388769784741
0.51226101696866,0.7245041414137252,0.8106694984178721
0.5931803821794994,0.8487192649015171,0.8756176783821892
0.5506757034977889,0.7812027000488807,1.05132607914957
0.47150133734265104,0.7130705873803938,0.7582096446103825
0.5529928306795168,0.7382940835778778,1.0100307129839203
0.5884305348446194,0.8531895827951747,0.991255975605997
0.5854370503167252,0.7987014344194274,0.8718422426491731
0.5905323721015818,0.844472252824762,0.8694095338347038
0.5689114013396542,0.7804092539126118,0.9991890878077608
0.5342865809544604,0.8500486486230195,0.8708816070775383
0.5222719117010562,0.7457245121180159,0.8176352353742875
0.5329774790873978,0.7478096375953363,0.838047903080703
0.5441455205331235,0.7323006237381918,0.8825407763201588
0.5324909283403383,0.7102139120130184,0.8480728666610734
0.5501808095289938,0.7571943539687271,1.0172262493457187
0.5312556000367656,0.6759810612417464,1.155417363668478
0.5508807517136907,0.7810079394284289,0.8233185829692838
0.5622958839514898,0.7217753859862671,1.2757451217810292
0.524031414188904,0.7422631857966215,0.8566058776673664
0.628836636251614,0.9401760862587092,1.1976074945594395
0.6096168092415415,0.9062705504737631,0.8597721927320248
0.5012611138765327,0.7594341418728386,0.9402733336084279
0.5252630428146139,0.7725180574996254,0.7579950808078251
0.5301925340470427,0.7354343741076367,1.017953043190884
0.512821522892204,0.6542293317689931,0.8583797033287172
0.5246484088153835,0.7699983101021022,0.797230556783828
0.5960758283493144,0.8584565199136598,1.148972544665102
0.5290381205043326,0.7128026286097007,0.9480649440630357
0.5316393478158319,0.8139763634240303,0.8652740104003677
0.4848386928222205,0.7541608910267743,0.7292460230462551
0.5895119790478127,0.8580985715937995,1.0139674074940743
0.5107349585224301,0.687282825765658,0.8599246705155494
0.495583835075293,0.7045542133416791,1.006622357265036
0.5352740682530253,0.7364159036910449,0.901851587616272
0.5145559970489448,0.7182080198383517,0.9520360529854356
0.5499413822625725,0.8364364527348371,0.7630148389222726
0.5512468276603576,0.7713081213400766,0.8087264462024037
0.5230968490143272,0.8148425074540014,0.7854922043367192
0.566629484324952,0.8145457007653722,0.9173436376413946
0.538116730895485,0.7175416313735004,0.8262220627095186
0.5655049371619338,0.7867381714147541,1.015240877322355
0.5111297397544058,0.726059276370616,0.8433729533845746
0.5658297988816285,0.8676297505828872,0.915749906504466
0.5272373946781787,0.7876233678459382,0.8635973486318411
0.4820750329182756,0.7249262712816887,0.7986328963954124
0.5263835726108409,0.6405190372510181,1.36062009094966
0.5592027968930489,0.7818258764976097,0.9646523433858734
0.5502740531093411,0.822653356076801,0.8677493745729824
0.5529462164481361,0.7984815125371603,1.0083270274035656
0.5630184311702788,0.8262166842810602,0.8325160132169114
0.5465393044739518,0.7562025595458485,0.9411946618029586
0.5516724081793518,0.7578807316743148,0.8039346125879747
0.5872132357750433,0.7964465742035642,0.8115389150897709
0.6015472165961071,0.8690731958269058,0.8383245352468001
0.6471414378060254,0.8716291885546952,1.1384294821199683
0.6050755972361108,0.8883735669247305,1.2061377553759465
0.502416249792159,0.7585310106660181,0.7974186182914079
0.5485307166857949,0.8164112618395102,0.9318495496195974
0.5283539963456414,0.8259914664645633,1.021753619306989
0.5520105529164157,0.8915321693525357,0.8889177013447845
0.5637839102922311,0.7888815793406198,0.9196141218584584
0.5642636570550665,0.7342479121802308,0.8014637858475641
0.49813554077844613,0.7913554486599669,0.8763082993458048
0.6342137962251373,0.8713936999551296,1.2315392310670847
0.5674798439144381,0.8387412888481007,0.8497803719043421
0.5408963365946932,0.8016562102243612,0.83756241475418
0.5486312754488966,0.8328157746142405,0.8287094583574282
0.5387855443382387,0.8237845244004705,0.868450753037739
0.518166015897676,0.8195839798713165,0.9612053266681194
0.5499618751252883,0.7466219417472639,1.078850816602681
0.5975178751830795,0.8389025791451991,1.191861135162574
0.5294345267130294,0.7747655977043134,0.8151117487926092
0.602033127877493,0.8531926662010747,0.9048721777033982
0.5179998110439884,0.7064100981655094,1.1303170816600243
0.5636761449661554,0.8725839108194685,0.8342495010999919
0.6042354971434696,0.813087083945097,1.0029102874186362
0.5661854792864258,0.7915803199005421,0.8859198478081909
0.5756269899095146,0.8526875570958892,0.9879015143728744
0.5277011596394777,0.7640309571924452,0.8890353013241694
0.4762635650279532,0.6892920344160836,0.8043374357575114
0.47736289122425474,0.6673628629199729,0.8171884165284925
0.4961805800517,0.6631274256463365,0.9232447215317536
0.5081645182250625,0.7221274224667986,0.8232797870639132
0.6044605149638856,0.9603929070149014,0.9640157874456016
0.5649823918240066,0.9054675329873372,0.9767755635583838
0.49944919054380166,0.7197921683692279,0.7768961273439879
0.48301189503433,0.7152358772953084,0.8453901870017095
0.5421030463219865,0.7509500322278982,0.7912490292245806
0.5332852282155544,0.7979842336552179,0.7910549080572651
0.5062658415908194,0.7312853842592334,0.9731118105989004
0.5642916683733339,0.8284757678150028,0.8010398975196614
0.5102192217223867,0.7064091238541695,0.9702450798497884
0.49784979611203567,0.725227343681898,0.8444996170430038
0.48990503791253703,0.7452973951365689,0.7841563143832205
0.5092937074519355,0.7144514777296044,0.7763768243134918
0.4962046561020821,0.6435168847164232,0.9149888496738402
0.4759248622388597,0.7069425944854376,0.871385368065142
0.6108311326749108,0.8408855290259548,0.99930570638441
0.5829182337498584,0.8552527862992929,0.8315731633527729
0.5594068788550471,0.8283123351013562,0.7984529700413343
0.5308802854470533,0.7393095075620252,0.8325243103690237
0.5605276899572336,0.7195228569422497,1.1464751890094955
0.5031188945860908,0.7565949879655233,0.7971529656880867
0.593634640342562,0.9040481220673772,0.9122628538019132
0.5037853982067333,0.7074617186757791,0.8742964425127908
0.520004498149078,0.6876141430317749,0.94305309362497
0.5953060014909046,0.8881686727925334,0.892104595907813
0.47544746678573296,0.6373038016604012,0.8860828627443325
0.5521891557187399,0.7964364879153321,0.7988288946992658
0.5365401825708939,0.751560951509293,0.7879353952031639
0.564975038288445,0.7273784922466863,1.1997725556851724
0.5142574164409802,0.665245581400614,0.8441829601816149
0.5194014223411918,0.7126314026527443,0.9319137442071409
0.5241851139334163,0.7909783649313458,0.9347070960615059
0.5146196029252917,0.744326702058519,0.9158101275294092
0.5238554404754722,0.7786921525692497,0.8405712168203783
0.524581964464179,0.810387750244298,0.7956414382248657
0.5706662810959241,0.8154827470668148,1.0134928375511685
0.49468595993695125,0.7029523871778509,0.9139957434548436
0.6235168646322028,0.8442558449549793,0.8827712480651028
0.5197508840094449,0.76997248735222,0.9832696487023408
0.5533331038823222,0.7793467410126539,1.3994524304846914
0.5576512748004987,0.8365755444122749,0.8501801679015748
0.6596717878455053,0.8448905438000086,1.2137776468038906
0.54058205746518,0.7484566580199862,0.8139631021487707
0.5384058829168821,0.7431872286415705,0.8881610987782396
0.6340844681734957,0.9036832897200684,1.032632565244385
0.5700593886999442,0.8080658425018471,0.8820776264149788
0.5227225388412391,0.7024719075812073,0.9292174232765216
0.5499043884465703,0.7591582081009607,1.1805777185264332
0.49125357083521437,0.7195343184142778,0.8424742372611809
0.5080919698165802,0.698894366171037,0.7243415415123525
0.5157720758202917,0.7125457574209391,0.8360429780555607
0.6189837956761713,0.925671672685056,0.9908795099797892
0.560668497831666,0.8704370381833937,0.8939376767429518
0.48266251763815277,0.6480643911839745,0.9056257524554522
0.5785863200503981,0.8084847348000124,0.8819273804923236
0.5723643053379225,0.8675525088219911,0.8664348453684646
0.6231328692189639,0.8730574385150114,0.9506040955524576
0.529313554147097,0.7360919407016425,0.8463209596472078
0.579216910620437,0.8690909719547399,0.9564654237954666
0.4788432096504583,0.7682485062176415,0.9268750150873768
0.5472013931166627,0.7368965531247913,0.8457968395399513
0.5164386571520947,0.6911279362008983,1.024034560550159
0.5329961595752378,0.7033439678784924,0.8189774564613931
0.6202019223422357,0.8554149065757503,1.0787155166352254
