window_size_1_MASE,Plain_w200,Linear_wAll
0.5703725497240072,0.7323456920220199,0.9086605176268184
0.5560576361471896,0.7007370592546794,1.1020180161497224
0.5623821161412703,0.72420348953046,0.8371273693203654
0.5840459567935347,0.6929399211127902,1.085059721570813
0.6286918298516959,0.7349591404096558,0.980608926452986
0.5845034861393981,0.729747545872346,0.8624074421093557
0.5564991885507093,0.7043630491452403,0.8911543729089446
0.5423854407527516,0.6771639057918193,0.8521946230250931
0.5824013961466534,0.7386095163813233,0.9014965541973542
0.5012288690744732,0.6793945732523803,0.7953316486915416
0.5217360331820374,0.6440866562248511,1.0610003020497951
0.56748335701342,0.7225706239508285,0.8976737329539277
0.5680935996088406,0.6859354009478794,0.8384725453396408
0.6342910722585532,0.7246434698822773,1.025878438084905
0.5620827520630778,0.6985972855979162,1.142011526363799
0.5284576134286414,0.6832240881172897,0.7777071824392743
0.4867246995154764,0.6572112352589815,0.7947689248040013
0.5384352022359653,0.7247020090175156,0.8520693604556503
0.6175243440021393,0.7865856311095317,0.8255521736278695
0.49359558588139163,0.6565719640376849,0.8353662810317266
0.5760235178568559,0.6714611219767047,1.4640777813054395
0.5695655735894272,0.7491191977059105,0.8605437911871557
0.5711347508098876,0.7036002419538852,1.0082086272533468
0.5299757853026577,0.7353180895337701,0.8312588902109929
0.6031347318701888,0.7288142564057428,1.0506685546456815
0.5224937645257843,0.6649627646489491,0.7245906150129586
0.5823537154805534,0.7185408762268295,0.8580670383366901
0.5763959018014548,0.6941986036808321,0.9015801293172864
0.5254029194758117,0.7085614847095597,0.8080503185308536
0.4994042631889764,0.6473209008707121,0.8036133896608645
0.4952218358136858,0.6534822426880526,0.8525829432121368
0.524637734243965,0.6791509968361599,0.7401000460684785
0.5406504463397618,0.691714527906359,0.9314052976087798
0.5966172044325092,0.758817925328061,0.99997860785768
0.5699213956292455,0.7661188565624422,0.8313887288056461
0.5335624368157311,0.7351614780275527,0.8904106055998048
0.5394340873147877,0.6842108634821318,0.8016600123410423
0.5944930893098505,0.7165236818186497,1.1950792973412228
0.5382910494570906,0.7311787598635759,0.8316017391778968
0.507793043591225,0.6714203824749945,0.8727295064234191
0.5846842700179787,0.7554904296627879,0.9621843040158402
0.5558301176837905,0.6648668998570777,1.0835765554157284
0.461821113918859,0.6321531611551143,0.8586532479069778
0.5441354075242402,0.6374163259735498,0.9295882633617281
0.5354233821963633,0.7049386855230872,0.9507498231490926
0.5133689708688822,0.6948888348484092,0.7819958074940119
0.536787871341284,0.6816830670482679,0.7786963978425324
0.5725710024221846,0.7095598508684321,0.9923726548228128
0.5791316329399546,0.735499875357869,1.012345133243629
0.5754577563800436,0.7412795578730774,0.8783429603366918
0.5312914643107787,0.6625636187218145,0.8310157224021609
0.5226040788426807,0.6729875519583082,0.8031321819147729
0.5415063127867918,0.6830558979709036,0.916446539989974
0.5143720650963953,0.6637800704302402,0.8576612650447543
0.5617023978652232,0.7220130889576494,0.833830238701265
0.5631584073625894,0.7487831763314396,0.9918031987045292
0.5624461695226364,0.6980563560992075,0.8893075273143612
0.5357976053143052,0.7000977556102421,0.8491099122240569
0.5379324569040818,0.6776925088393954,0.8564606727610695
0.5941860136036595,0.7520519039758572,0.8591936941903029
0.6074887936981426,0.7243512040938369,1.1033147396077938
0.5475305096171285,0.6778391037901302,0.9332705847841396
0.5608460685276856,0.7386292747697104,0.7760725226495008
0.5706113902564518,0.7114471690382246,0.8713150602903411
0.5646714287013399,0.6969177934968025,0.9565793428638212
0.5746626290189397,0.7039005996234029,1.1020496849420889
0.5898116250760067,0.7333914161793147,1.0153330056959846
0.6194082478359044,0.7098671180001402,1.2209368453968132
0.546666486886392,0.6970347462229256,0.7758320125792554
0.5264759055781496,0.6963325232545573,0.8459441023575758
0.5441714282137958,0.7322215274486598,0.8509124010644236
0.5419242984430555,0.7117708021971895,0.8354458763761139
0.5582713720519085,0.6847115034211702,1.1196498380571005
0.5416322187212714,0.693130654739007,1.0236294056933644
0.5588057940581882,0.7211922388858478,1.0260744661753236
0.5572264461727638,0.6726802727176119,0.8336044391230663
0.5378433478127925,0.7151505141583336,0.8124875378197678
0.5354702967898807,0.7111920736396432,0.9199318280547416
0.5296438049585359,0.6957799432131718,0.8015413711968636
0.5663239478702896,0.7181920739120352,0.924700768944538
0.5205914936630994,0.7025300735575641,0.8841663660780189
0.5597292588684002,0.7458531397177265,0.8247255273119768
0.5253675325810111,0.6842663214140449,0.913777171590632
0.591688619848674,0.7391686605991371,0.8955273156649716
0.5882785542581261,0.7424561180512452,0.901594926259593
0.5141258210684768,0.7076157367737352,0.7294282590441097
0.5597133714591532,0.690449357880252,0.8524181986645324
0.5808850791551087,0.7120334442832451,0.7990017154230655
0.516257865591583,0.6666185280643986,0.7740611785625375
0.667410064491021,0.7447264843084019,1.3450825818541776
0.5256109927774785,0.6905387834088645,0.8396536690197959
0.5590561247153061,0.7017584140412855,0.8132042029945833
0.5696627446734861,0.7027363340887745,0.9679017187567618
0.5347489882222234,0.6877181653587193,0.9410948372034014
0.5468009424950284,0.7278298385111447,1.2055883817005673
0.5633036807897076,0.7269061006664614,1.0547229972733076
0.5194053047228041,0.6729214585737832,0.9641339332600712
0.5215645217313115,0.6790681111503251,0.8204890306724499
0.547561924341285,0.6987448954097677,1.0067727953589882
0.559604568261527,0.7063132213053565,0.878928804234432
0.5661970788049469,0.6947406713128589,0.8909024817341539
0.6288883557324588,0.7271766903448653,1.2945361373172863
0.5582373647826472,0.7151487510327651,0.8469194271510293
0.48367555709926063,0.6383160099866275,0.8068388769784741
0.51918883054452,0.6983383648142748,0.8106694984178721
0.5818553277465789,0.7266723542641234,0.8756176783821892
0.5449413365133567,0.69763399059273,1.05132607914957
0.5050861010019648,0.6645698841660754,0.7582096446103825
0.5570243090422706,0.6741623192154975,1.0100307129839203
0.5691355637337349,0.7191291048546843,0.991255975605997
0.5782848675979828,0.7124157320310489,0.8718422426491731
0.583794106942859,0.7138534298203306,0.8694095338347038
0.575475289446014,0.7020305365239693,0.9991890878077608
0.5299785120816963,0.665134810053141,0.8708816070775383
0.555642785319695,0.6868972813552671,0.8176352353742875
0.5408370699764357,0.7077522691831376,0.838047903080703
0.5441571032894847,0.6747495690435856,0.8825407763201588
0.5442087797686035,0.6914591362169138,0.8480728666610734
0.5485525508592556,0.7030161164867752,1.0172262493457187
0.5826428337033813,0.7209335305694924,1.155417363668478
0.5370631646666714,0.6717412830339036,0.8233185829692838
0.561902568943886,0.7037331592198939,1.2757451217810292
0.5602248762039298,0.7061651774173703,0.8566058776673664
0.5930182211728701,0.7534321604139385,1.1976074945594395
0.5921229157941237,0.7222691649033173,0.8597721927320248
0.5549448437321928,0.7222450257837959,0.9402733336084279
0.5437166513378857,0.6806270124166995,0.7579950808078251
0.5737503708019489,0.7275476998373809,1.017953043190884
0.5601187132594119,0.7286166576349691,0.8583797033287172
0.5375702411370326,0.7350558212733204,0.797230556783828
0.5794929257201857,0.7095650203576178,1.148972544665102
0.5439050687673834,0.6736126567650749,0.9480649440630357
0.5381623745550046,0.7245635814431353,0.8652740104003677
0.5070703518375246,0.6704445953884988,0.7292460230462551
0.5584766632210986,0.7084454202749423,1.0139674074940743
0.5573887417624271,0.6972150254898101,0.8599246705155494
0.5178683274980754,0.7151091079996771,1.006622357265036
0.563162177807635,0.6793865605835009,0.901851587616272
0.5287953654227247,0.6643021032157408,0.9520360529854356
0.5295879019904706,0.6676703824041051,0.7630148389222726
0.5858535025356836,0.6906145346512337,0.8087264462024037
0.505830163192527,0.7008551934455314,0.7854922043367192
0.5756544147719428,0.7223002478838025,0.9173436376413946
0.5527555011487948,0.6900973255324536,0.8262220627095186
0.5478908381215227,0.7037838610463635,1.015240877322355
0.5429724906969795,0.7178027123605224,0.8433729533845746
0.563911001560298,0.7059539002351705,0.915749906504466
0.5291714690072428,0.6736545556502773,0.8635973486318411
0.5400348202930477,0.7177938469794953,0.7986328963954124
0.637536189865683,0.7088863966358373,1.36062009094966
0.5720811573287192,0.7225942143516779,0.9646523433858734
0.5449606193142968,0.7137293775453593,0.8677493745729824
0.5761009086973469,0.6766144193614083,1.0083270274035656
0.5592721853559935,0.7154771428430015,0.8325160132169114
0.550099945876422,0.6775601892234193,0.9411946618029586
0.5952678318667758,0.7199129611866164,0.8039346125879747
0.5719839262295509,0.6966907909399844,0.8115389150897709
0.5964885719537648,0.7771513249164741,0.8383245352468001
0.6364962651694315,0.7424008452639549,1.1384294821199683
0.5730158036318969,0.6945239451191432,1.2061377553759465
0.5313229425186617,0.6765373791854389,0.7974186182914079
0.5627300984262618,0.7187685369100195,0.9318495496195974
0.5139765710597445,0.6782573035390801,1.021753619306989
0.5491803461481009,0.7148721232622168,0.8889177013447845
0.5662561332992339,0.6948866565283344,0.9196141218584584
